TR_S05_PTO_STO(100)_600c_200mT_1000sh_2hz_2theta omega_04092026	
2θ, °	Intensity, cps
18.6863994598389	0
18.6912002563477	14.2289867401123
18.6959991455078	0
18.7007999420166	0
18.7056007385254	14.7538280487061
18.7103996276855	0
18.7152004241943	14.9910182952881
18.7199993133545	0
18.7248001098633	4.81045007705688
18.7296009063721	30.0841903686523
18.7343997955322	14.3329315185547
18.739200592041	0
18.7439994812012	0
18.74880027771	0
18.7535991668701	29.0565948486328
18.7583999633789	29.2415218353271
18.7632007598877	14.7058181762695
18.7679996490479	0
18.7728004455566	0
18.7775993347168	0
18.7824001312256	0
18.7872009277344	0
18.7919998168945	0
18.7968006134033	14.9089956283569
18.8015995025635	0
18.8064002990723	0
18.8111991882324	14.6922407150269
18.8159999847412	0
18.82080078125	14.4430532455444
18.8255996704102	29.4642715454102
18.8304004669189	14.7264614105225
18.8351993560791	14.3010396957397
18.8400001525879	0
18.8448009490967	28.6182556152344
18.8495998382568	14.4674797058105
18.8544006347656	14.0798320770264
18.8591995239258	13.7475004196167
18.8640003204346	0
18.8687992095947	14.891773223877
18.8736000061035	0
18.8784008026123	0
18.8831996917725	0
18.8880004882813	14.2428970336914
18.8927993774414	14.2735195159912
18.8976001739502	0
18.9023990631104	4.66386651992798
18.9071998596191	0
18.9120006561279	13.9970760345459
18.9167995452881	14.8825597763062
18.9216003417969	0
18.926399230957	29.2404003143311
18.9312000274658	14.4544305801392
18.9360008239746	0
18.9407997131348	0
18.9456005096436	0
18.9503993988037	0
18.9552001953125	0
18.9599990844727	0
18.9647998809814	0
18.9696006774902	0
18.9743995666504	0
18.9792003631592	0
18.9839992523193	0
18.9888000488281	14.1393241882324
18.9936008453369	0
18.9983997344971	0
19.0032005310059	14.2297496795654
19.007999420166	4.52683925628662
19.0128002166748	0
19.017599105835	0
19.0223999023438	0
19.0272006988525	0
19.0319995880127	0
19.0368003845215	14.2663373947144
19.0415992736816	4.73298311233521
19.0464000701904	0
19.0512008666992	4.81106376647949
19.0559997558594	0
19.0608005523682	0
19.0655994415283	13.9660997390747
19.0704002380371	0
19.0751991271973	0
19.0799999237061	14.8427038192749
19.0848007202148	14.6722316741943
19.089599609375	0
19.0944004058838	14.1859979629517
19.0991992950439	0
19.1040000915527	0
19.1088008880615	0
19.1135997772217	0
19.1184005737305	29.522045135498
19.1231994628906	0
19.1280002593994	14.4049224853516
19.1327991485596	0
19.1375999450684	0
19.1424007415771	13.9911708831787
19.1471996307373	14.2410526275635
19.1520004272461	14.4049654006958
19.1567993164063	0
19.161600112915	14.9082288742065
19.1664009094238	0
19.171199798584	0
19.1760005950928	0
19.1807994842529	0
19.1856002807617	0
19.1903991699219	14.5705242156982
19.1951999664307	4.90967607498169
19.2000007629395	14.5714054107666
19.2047996520996	42.6168327331543
19.2096004486084	0
19.2143993377686	0
19.2192001342773	0
19.2240009307861	14.4401178359985
19.2287998199463	29.1228466033936
19.2336006164551	0
19.2383995056152	4.73977565765381
19.243200302124	14.2813768386841
19.2479991912842	0
19.252799987793	28.4882049560547
19.2576007843018	0
19.2623996734619	0
19.2672004699707	0
19.2719993591309	0
19.2768001556396	0
19.2816009521484	14.2509574890137
19.2863998413086	14.3263502120972
19.2912006378174	0
19.2959995269775	14.8045673370361
19.3008003234863	0
19.3055992126465	0
19.3104000091553	0
19.3152008056641	0
19.3199996948242	0
19.324800491333	0
19.3295993804932	0
19.334400177002	14.0824537277222
19.3391990661621	0
19.3439998626709	0
19.3488006591797	0
19.3535995483398	0
19.3584003448486	14.5830478668213
19.3631992340088	15.3324317932129
19.3680000305176	0
19.3728008270264	0
19.3775997161865	14.6131629943848
19.3824005126953	0
19.3871994018555	0
19.3920001983643	14.7029809951782
